1542808846,325670933.698
1542812446,325375408.249
1542816047,325384640.913
1542819645,325486753.667
1542823246,325482469.239
1542826845,325393620.309
1542830446,325807438.327
1542834046,325491718.521
1542837645,325592827.526
1542841246,325451398.439
1542844845,325094841.166
1542848444,325355001.659
1542852046,325466087.701
1542855645,325776705.624
1542859246,325329263.233
1542862846,325403702.155
1542866445,325943531.705
1542870045,325378757.543
1542873644,325273936.304
1542877244,325385652.116
1542880845,325650669.484
1542884445,325239268.013
1542888044,325323873.992
1542891644,325635599.617
1542895244,325402943.994
1542898844,325753579.118
1542902445,325529136.613
1542906045,325295485.541
1542909644,325641309.651
1542913245,325653147.833
1542916845,325429146.733
1542920444,325582404.848
1542924046,325721636.519
1542927645,325047053.844
1542931244,325510929.817
1542934845,325402531.962
1542938445,325697775.810
1542942045,325723248.418
1542945645,325497073.714
1542949246,325386318.467
1542952846,325229737.389
1542956446,325694394.379
1542960044,325506526.155
1542963645,325852204.890
1542967245,325344954.480
1542970846,325258323.339
1542974446,325322741.103
1542978046,325436376.203
