1542808851,1605.000
1542812451,1604.000
1542816051,1605.500
1542819650,1605.000
1542823250,1605.000
1542826850,1605.500
1542830451,1605.000
1542834051,1605.000
1542837650,1605.500
1542841251,1605.500
1542844850,1605.000
1542848449,1605.000
1542852051,1605.000
1542855650,1605.000
1542859251,1605.500
1542862851,1605.500
1542866450,1605.000
1542870050,1605.500
1542873649,1605.000
1542877249,1605.500
1542880850,1605.000
1542884450,1605.500
1542888049,1605.500
1542891649,1605.000
1542895249,1605.500
1542898849,1605.500
1542902450,1605.000
1542906049,1605.500
1542909649,1605.000
1542913250,1605.500
1542916849,1605.500
1542920449,1605.500
1542924051,1605.500
1542927649,1605.500
1542931249,1605.000
1542934850,1605.000
1542938450,1605.000
1542942049,1605.000
1542945650,1605.500
1542949250,1605.500
1542952851,1605.500
1542956451,1605.500
1542960049,1605.000
1542963649,1605.500
1542967250,1605.000
1542970851,1605.500
1542974451,1605.000
1542978051,1605.500
1542981650,1605.500
1542985250,1605.000
1542988850,1605.500
1542992449,1605.500
1542996051,1605.500
1542999651,1605.500
1543003250,1605.500
1543006849,1605.000
1543010449,1605.500
1543014050,1605.500
1543017650,1605.500
1543021250,1605.000
1543024851,1605.000
1543028450,1605.000
1543032051,1605.500
1543035650,1605.500
1543039251,1605.500
1543042850,1605.500
1543046450,1605.500
