1542808801,2262660.341
1542812401,2234391.810
1542816001,2239054.078
1542819601,2300250.089
1542823201,2283120.567
1542826801,2312643.678
1542830401,2247260.035
1542834001,2256712.233
1542837601,2332753.623
1542841201,2277064.545
1542844801,2330220.775
1542848401,2357093.172
1542852001,2244909.344
1542855601,2275857.193
1542859201,2251976.215
1542862801,2249615.653
1542866401,2337835.875
1542870001,2301483.467
1542873601,2354507.223
1542877201,2350638.919
1542880801,2326431.798
1542884401,2363582.966
1542888001,2341662.120
1542891601,2312643.678
1542895201,2337835.875
1542898801,2321398.954
1542902401,2278273.178
1542906001,2354507.223
1542909601,2357093.172
1542913201,2326431.798
1542916801,2292877.493
1542920401,2307670.251
1542924001,2281906.787
1542927601,2332753.623
1542931201,2349352.308
1542934801,2308911.601
1542938401,2296557.874
1542942001,2379305.248
1542945601,2317638.589
1542949201,2261468.212
1542952801,2235555.556
1542956401,2289208.889
1542960001,2364885.216
1542963601,2312643.678
1542967201,2302718.169
1542970801,2253158.355
1542974401,2242563.567
1542978001,2251976.215
1542981601,2275857.193
1542985201,2294102.975
1542988801,2325171.542
1542992401,2359684.809
1542996001,2244909.344
1542999601,2240222.686
1543003201,2284335.640
1543006801,2362282.150
1543010401,2354507.223
1543014001,2242563.567
1543017601,2284335.640
1543021201,2279483.094
1543024801,2261468.212
1543028401,2316387.840
1543032001,2250795.316
1543035601,2339109.900
1543039201,2249615.653
1543042801,2274651.122
1543046401,2266244.280
