1542806101,2530594.094
1542808801,2532785.148
1542812401,2514403.124
1542816001,2527357.693
1542819601,2451155.490
1542823202,2511063.565
1542826801,2514009.029
1542830401,2530725.543
1542834001,2535112.503
1542837601,2494119.495
1542841201,2483232.377
1542844801,2404153.184
1542848401,2535443.748
1542852001,2508707.407
1542855601,2509663.338
1542859201,2495602.394
1542862801,2516500.857
1542866401,2539078.298
1542870001,2492091.883
1542873601,2486628.780
1542877201,2488543.189
1542880801,2525044.994
1542884401,2523930.821
1542888001,2397702.296
1542891601,2496051.701
1542895201,2500974.175
1542898801,2530029.064
1542902401,2513607.550
1542906001,2482803.757
1542909601,2507920.415
1542913201,2410682.336
1542916801,2495562.348
1542920401,2498748.472
1542924001,2492150.919
1542927601,2450139.682
1542931201,2502979.636
1542934801,2536405.329
1542938401,2492265.525
1542942001,2502421.033
1542945601,2504728.558
1542949201,2475391.464
1542952801,2484827.209
1542956401,2490461.127
1542960001,2482275.369
1542963601,2508122.356
1542967201,2493301.508
1542970801,2538036.948
1542974401,2497525.129
1542978001,2500235.572
1542981601,2404732.090
1542985201,2481090.758
1542988801,2501395.972
