1542806144,1475965647.986
1542808843,1363230152.639
1542812444,1404638172.776
1542816043,1369312833.383
1542819644,1330593489.514
1542823244,1331513842.686
1542826844,1515885069.621
1542830444,1567298902.891
1542834044,1454425343.587
1542837644,1571886517.907
1542841244,1366971158.342
1542844847,1422699943.741
1542848443,1507343340.651
1542852044,1361244929.047
1542855644,1356459786.071
1542859244,1337674308.387
1542862845,1474144675.131
1542866444,1402786971.534
1542870044,1301703710.600
1542873644,1380862704.010
1542877245,1344608397.598
1542880844,1439055867.805
1542884444,1465473865.715
1542888045,1286822660.369
1542891643,1532220755.670
1542895244,1285884471.456
1542898844,1338638725.865
1542902443,1301142226.653
1542906044,1511805200.567
1542909644,1357893742.756
1542913245,1406817373.745
1542916843,1535347878.623
1542920444,1414714554.611
1542924044,1417653978.646
1542927645,1299707561.411
1542931243,1167446772.543
1542934844,1395172493.082
1542938444,1363470142.251
1542942044,1472209344.897
1542945643,1486578725.399
1542949244,1603383805.852
1542952844,1594292137.323
1542956444,1330750845.078
1542960044,1390357288.954
1542963643,1430637321.339
1542967244,1509247467.581
1542970842,1517465262.820
1542974444,1492884550.109
