1542806149,514.800
1542808848,515.075
1542812448,515.250
1542816048,515.115
1542819649,515.175
1542823249,515.375
1542826849,515.275
1542830449,515.275
1542834049,515.185
1542837649,515.175
1542841249,514.990
1542844851,515.385
1542848448,515.225
1542852049,515.235
1542855649,515.335
1542859249,515.115
1542862850,515.235
1542866449,515.325
1542870049,514.925
1542873648,515.240
1542877250,514.985
1542880849,514.840
1542884449,515.315
1542888050,515.150
1542891648,514.975
1542895249,515.225
1542898849,515.160
1542902448,515.275
1542906049,515.400
1542909649,515.150
1542913250,515.240
1542916848,515.260
1542920450,515.075
1542924049,515.190
1542927650,515.165
1542931248,514.925
1542934849,515.165
1542938449,515.265
1542942049,515.250
1542945648,515.310
1542949249,515.025
1542952849,515.060
1542956449,514.975
1542960049,515.200
1542963648,515.070
1542967248,515.165
1542970847,515.340
1542974449,515.275
