time,value
1544875838,5.513914585113525
1544875915,4.035680294036865
1544875998,4.038581132888794
1544876076,4.464756727218628
1544876158,5.184845685958862
1544876253,4.139073848724365
1544876337,3.7306857109069824
1544876415,4.003973484039307
1544876494,3.931410789489746
1544876573,4.052195072174072
1544876652,3.998828649520874
1544876729,3.9191718101501465
1544876807,3.8913843631744385
1544876885,3.873081684112549
1544876963,3.913076877593994
1544877040,3.8759777545928955
1544877118,3.779019355773926
1544877197,4.065132141113281
1544877276,4.064797401428223
1544877354,4.053620100021362
1544877432,3.7905585765838623
1544877509,4.1360204219818115
1544877587,4.058284759521484
1544877665,3.986593246459961
