time,value
1545168815,44.04312443733215
1545169251,38.009262561798096
1545169683,35.73084473609924
1545170110,35.20818638801575
1545170538,35.38978719711304
1545170964,37.519779682159424
1545171391,36.502737283706665
1545171819,37.60731768608093
1545172259,36.15175676345825
1545172689,36.62301969528198
1545173118,36.91357946395874
1545173551,35.79288864135742
1545173977,36.21610951423645
1545174403,35.87847638130188
1545174832,36.246458768844604
1545175258,37.32143497467041
1545175691,36.16257381439209
1545176118,37.5273220539093
1545176549,35.691731214523315
1545176979,37.12977838516235
1545177414,36.32059359550476
1545177846,36.59051990509033
1545178276,37.0630886554718
1545178709,36.04872488975525
1545179132,35.83513784408569
1545179556,35.972919940948486
1545179981,36.34658598899841
1545180405,36.314799070358276
1545180830,36.32769727706909
1545181257,36.975433111190796
1545181683,35.234370946884155
1545182108,36.72867131233215
1545182536,37.314300298690796
1545182964,36.32198190689087
1545183393,36.12452459335327
1545183819,35.7709596157074
1545184248,36.59302616119385
1545184673,34.352895975112915
1545185097,35.3540563583374
1545185523,35.570839643478394
1545185947,35.294742822647095
1545186375,35.006022453308105
1545186802,36.28410482406616
1545187230,35.527231216430664
1545187660,36.223835706710815
1545188089,36.062903881073
1545188520,35.380990743637085
1545188951,35.92241811752319
