time,value
1544881332,3.3739218711853027
1544881400,3.394352436065674
1544881470,3.3754723072052
1544881538,3.3955202102661133
1544881608,3.3840065002441406
1544881679,3.397981643676758
1544881747,3.396929979324341
1544881814,3.4107587337493896
1544881882,3.389969825744629
1544881950,3.459993600845337
1544882020,3.3988280296325684
1544882088,3.3866724967956543
1544882157,3.3726751804351807
1544882225,3.371950626373291
1544882294,3.3833632469177246
1544882362,3.366846799850464
1544882431,3.364149570465088
1544882500,3.398664951324463
1544882568,3.365976572036743
1544882636,3.4006855487823486
1544882704,3.386962890625
1544882772,3.440870523452759
1544882840,3.409782886505127
1544882915,4.415570259094238
1544882999,3.46212100982666
1544883072,3.403292179107666
1544883144,3.434339761734009
1544883213,4.044343709945679
1544883292,3.620065689086914
1544883367,4.281874418258667
1544883448,3.6105451583862305
1544883518,3.4886326789855957
1544883589,3.4894394874572754
1544883659,3.4449219703674316
1544883730,3.429121732711792
1544883799,3.452918529510498
1544883869,3.4757168292999268
1544883938,3.5643036365509033
1544884008,3.5002100467681885
1544884077,3.4617388248443604
1544884145,3.4759018421173096
1544884214,3.4668571949005127
1544884283,3.4672014713287354
1544884353,3.4775025844573975
1544884422,3.458064079284668
1544884492,3.483475923538208
1544884561,3.4729437828063965
1544884631,3.445751428604126
