time,value
1544871097,2.6126023530960083
1544871154,2.6124398708343506
1544871212,2.6596782207489014
1544871270,2.6001744270324707
1544871327,2.6135306358337402
1544871385,2.614983320236206
1544871443,2.6026713848114014
1544871501,2.6176713705062866
1544871559,2.5945956707000732
1544871617,2.6056957244873047
1544871675,2.6384159326553345
1544871733,2.605596899986267
1544871791,2.5954419374465942
1544871849,2.5950305461883545
1544871907,2.6293623447418213
1544871965,2.6472405195236206
1544872022,2.6446642875671387
1544872080,2.601725220680237
1544872138,2.612803816795349
1544872196,2.619959592819214
1544872253,2.590774416923523
1544872311,2.618735909461975
1544872371,2.611118793487549
1544872430,2.5945757627487183
1544872487,2.6025232076644897
1544872544,2.6278289556503296
1544872602,2.60054612159729
1544872660,2.589437246322632
1544872718,2.593496799468994
1544872776,2.593624472618103
1544872834,2.6119827032089233
1544872892,2.60493540763855
1544872950,2.606367826461792
1544873007,2.5920766592025757
1544873066,2.6081783771514893
1544873125,2.609341263771057
1544873182,2.6086347103118896
1544873240,2.608946442604065
1544873298,2.602554202079773
1544873355,2.639840841293335
1544873413,2.6501712799072266
1544873471,2.6077555418014526
1544873529,2.6113452911376953
1544873587,2.6092838048934937
1544873645,2.598832845687866
1544873703,2.6112414598464966
1544873761,2.6041855812072754
1544873820,2.61636745929718
